0min 100W,,,,60min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,,,,,75min 50W,,,,,,,,0 min 100W,,,,,,,,60 min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,75min 50W,,,,,,0 min 100W 100%,60 min 100W 100%,,,,,0 min 50W 100%,,,,,75 min 50W 100%,,,0min 100W 11-16%,,,60min 100W 11-16%,,,,,,0min 50W 11-16%,,,75min 50W 11-16%,,,,1020,,,,,,,,,,,60 min 100W,absolute error ,0 min 100 W,error,75min 50W,error,0 min 50 W,error,,
,,110923,,,,101223,,092823 - IR out,,91523,,83123,,102824,,Average,st. dev.,,,010324 -2nd good,,122123 -power surge,,122723 -purge,,121823 -oscillate,,Average,st. dev.,,,010523,,122923 -purge,,Average,st. dev.,,,81524,,81624,,Average,st. dev.,,,71824,,090324 -purge,,92424,,100824 -purge,,101524,,Average,st. dev.,,,82724,,083024 -purge,,Average,st. dev.,,,91724,,,,110923,101223,92823,91523,83123,ave,10324,122123,122723,121823,ave,10524,122923,ave,81524,81624,ave,71824,90324,92424,100824,101524,ave,82724,83024,ave,91724,,,,100%,,,,14-19%,,,,percentage,thickness,,0,0,0,0,0,0,0,0,,
Temp,Fluence,Integrated Absorbance,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Temp,Fluence,Integrated Absorbance,Normalized,Integrated Absorbance,Normalized,Normalized,Normalized,Time/Temp,Fluence,Integrated Absorbance,Normalized,,,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,Propagated 1sigma error,,,,temp,fluence,norm. int. absorbance,error,temp,fluence,norm. int. absorbance,error,,,,1.62E+17,4.2E+16,1.62E+17,4.2E+16,1.515E+17,2.25E+16,1.515E+17,2.25E+16,,0
190,2.916E+18,0.7085,0.109488487,130,2.916E+18,1.649,0.25514467,2.487,0.46192422,2.943,0.511737089,1.1091,0.411784362,,2.916E+18,0.410147585,,190K,2.727E+18,0.793,0.115010877,0.664,0.104010025,0.732,0.108219988,0.694,0.104219853,0.107865186,,130K,2.727E+18,3.106,0.480433101,3.312,0.542062193,0.511247647,,190K,2.916E+18,0.0305,0.036244801,0.0264,0.025648499,0.03094665,,130K,2.916E+18,0.3022,0.27633504,0.2331,0.311298077,0.2741,0.291750931,0.1725,0.199260714,0.2985,0.306688585,0.277066669,,190K,2.727E+18,0.0096,0.013870828,0.0056,0.006421282,0.010146055,,130K,2.727E+18,0.3571,0.411642651,,,0.005326335,0.008776706,0.022471434,0.024894703,0.020032258,0.019043776,0.005594986,0.005059822,0.005264626,0.00507003,0.005247366,0.023371844,0.026369942,0.024870893,0.001763217,0.001247734,0.001505476,0.013442994,0.015143857,0.014192938,0.009693525,0.014919617,0.013478586,0.00067478,0.000312379,0.00049358,0.020025364,,4.86E+18,0.018333268,,,,,,,,,,,,3.24E+18,8.4E+17,3.24E+18,8.4E+17,3.03E+18,4.5E+17,3.03E+18,4.5E+17,,5.184E+18
200,3.078E+18,0.5697,0.088038943,140,3.078E+18,,,,,,,,,,,,,200K,2.8785E+18,0.603,0.087454677,0.522,0.081766917,0.56,0.082791248,0.544,0.081693948,0.083426698,,140K,2.8785E+18,2.841,0.439443156,,,0.439443156,,200K,3.078E+18,0.0223,0.026500297,0.0169,0.016418925,0.021459611,,140K,3.078E+18,,,0.1677,0.223958333,0.2027,0.21575306,0.1308,0.151091602,0.224,0.230144868,0.205236966,,200K,2.8785E+18,0.0052,0.007513365,0.0069,0.007911937,0.007712651,,140K,2.8785E+18,0.2637,0.303976945,,,0.00428287,,,,,,0.004254447,0.003977752,0.004027583,0.003974202,0.004058496,0.021377788,,0.021377788,0.001289172,0.000798739,0.001043955,,0.010895001,0.010495836,0.007350221,0.01119596,0.009984255,0.000365506,0.000384896,0.000375201,0.014787703,,5.184E+18,0.011784242,,,,,,,,,,,,3.402E+18,8.82E+17,3.402E+18,8.82E+17,3.1815E+18,4.725E+17,3.1815E+18,4.725E+17,,5.508E+18
210,3.24E+18,0.4423,0.068351105,150,3.24E+18,1.297,0.200680798,1.6783,0.311719911,1.8958,0.329647018,0.6755,0.250798248,,3.24E+18,0.273211494,,210K,3.03E+18,0.465,0.067440174,0.398,0.062343358,0.429,0.063424009,0.426,0.06397357,0.064295278,,150K,3.03E+18,2.459,0.380355762,2.4,0.392798691,0.386577227,,210K,3.24E+18,0.0178,0.021152704,0.0132,0.012824249,0.016988477,,150K,3.24E+18,0.1715,0.156821507,0.0818,0.109241453,0.1077,0.114635444,0.0652,0.075314774,0.129,0.132538786,0.117710393,,210K,3.03E+18,0.006,0.008669267,0.0022,0.002522646,0.005595957,,150K,3.03E+18,0.1548,0.178443804,,,0.003325107,0.006903207,0.015164378,0.016036486,0.012200695,0.012576191,0.003280792,0.003032845,0.003085416,0.003112151,0.003127801,0.018503337,0.019108654,0.018805995,0.001029025,0.000623867,0.000826446,0.007628966,0.005314318,0.005576722,0.003663872,0.006447674,0.00572631,0.000421738,0.00012272,0.000272229,0.008680836,,5.508E+18,0.007207052,,,,,,,,,,,,3.564E+18,9.24E+17,3.564E+18,9.24E+17,3.333E+18,4.95E+17,3.333E+18,4.95E+17,,5.832E+18
220,3.402E+18,0.4006,0.06190697,160,3.402E+18,,,,,,,,,,,,,220K,3.1815E+18,0.368,0.053372009,0.315,0.049342105,0.337,0.04982259,0.338,0.050758372,0.050823769,,160K,3.1815E+18,1.911,0.295591647,1.8667,0.305515548,0.300553598,,220K,3.402E+18,0.013,0.015448604,0.0092,0.008938113,0.012193359,,160K,3.402E+18,,,0.023,0.030715812,0.0347,0.03693454,0.0177,0.020445882,0.0531,0.054556663,0.035663224,,220K,3.1815E+18,0.0043,0.006212975,0.0035,0.004013301,0.005113138,,160K,3.1815E+18,0.0624,0.071930836,,,0.003011616,,,,,,0.002596412,0.002400367,0.002423742,0.002469265,0.002472447,0.014379779,0.014862552,0.014621165,0.000751535,0.000434816,0.000593176,,0.001494246,0.001796771,0.00099464,0.002654042,0.001734925,0.000302245,0.000195237,0.000248741,0.003499252,,5.832E+18,0.004486175,,,,,,,,,,,,3.726E+18,9.66E+17,3.726E+18,9.66E+17,3.4845E+18,5.175E+17,3.4845E+18,5.175E+17,,
230,3.564E+18,0.3286,0.050780405,170,3.564E+18,0.953,0.147454742,0.9119,0.169372214,1.0661,0.185376456,0.3637,0.135033786,,3.564E+18,0.1593093,,230K,3.333E+18,0.305,0.044234953,0.26,0.040726817,0.28,0.041395624,0.273,0.040997147,0.041838635,,170K,3.333E+18,1.354,0.209435422,1.2742,0.208543372,0.208989397,,230K,3.564E+18,0.005,0.005941771,0.0069,0.006703585,0.006322678,,170K,3.564E+18,0.0489,0.044714704,0.0173,0.023103632,0.0084,0.008940926,0.0012,0.001386161,0.0107,0.010993527,0.01782779,,230K,3.333E+18,0,0,-0.004,-0.00458663,-0.002293315,,170K,3.333E+18,0.0258,0.029740634,,,0.002470337,0.005072287,0.008239526,0.009018091,0.006569049,0.007224738,0.002151918,0.001981256,0.002013791,0.001994407,0.002035343,0.010188499,0.010145103,0.010166801,0.000289052,0.000326112,0.000307582,0.002175256,0.001123933,0.000434953,6.74332E-05,0.000534807,0.000867276,7.02896E-07,0.000223128,0.000111915,0.001446806,,,,,,,,,,,,,,,3.888E+18,1.008E+18,3.888E+18,1.008E+18,3.636E+18,5.4E+17,3.636E+18,5.4E+17,,
240,3.726E+18,0.2906,0.044908051,180,3.726E+18,,,,,,,,,,,,,240K,3.4845E+18,0.254,0.036838289,0.209,0.032738095,0.241,0.035629805,0.233,0.034990239,0.035049107,,180K,3.4845E+18,0.855,0.13225058,0.8845,0.144762684,0.138506632,,240K,3.726E+18,0.0057,0.006773619,0.0028,0.002720295,0.004746957,,180K,3.726E+18,,,0.0182,0.024305556,0.0111,0.011814795,0.0052,0.0060067,0.0126,0.012945649,0.013768175,,240K,3.4845E+18,0.0024,0.003467707,-0.008,-0.00917326,-0.002852777,,180K,3.4845E+18,0.0251,0.028933718,,,0.002184662,,,,,,0.001792089,0.001592625,0.001733299,0.001702186,0.00170505,0.006433653,0.007042335,0.006737994,0.000329519,0.000132335,0.000230927,,0.001182403,0.00057476,0.000292211,0.000629773,0.000669787,0.000168695,0.000446256,0.000307475,0.001407552,,,,,,,,,,,,,,,4.05E+18,1.05E+18,4.05E+18,1.05E+18,3.7875E+18,5.625E+17,3.7875E+18,5.625E+17,,
250,3.888E+18,0.2335,0.036084067,190,3.888E+18,0.504,0.077982361,0.6242,0.115936107,0.5603,0.097426535,0.1911,0.070951214,,3.888E+18,0.090574054,,250K,3.636E+18,0.211,0.030601885,0.173,0.027098997,0.19,0.028089888,0.185,0.027781949,0.02839318,,190K,3.636E+18,0.685,0.105955143,0.6477,0.106006547,0.105980845,,250K,3.888E+18,0.0023,0.002733214,0.0017,0.001651608,0.002192411,,190K,3.888E+18,0.0203,0.018562546,0.0177,0.023637821,0.0084,0.008940926,0.0035,0.004042971,0.0073,0.007500257,0.012536904,,250K,3.636E+18,0.0002,0.000288976,-0.0017,-0.001949318,-0.000830171,,190K,3.636E+18,0.0239,0.027550432,,,0.001755398,0.002682511,0.005639996,0.004739552,0.003451595,0.004128413,0.001488704,0.001318297,0.001366501,0.001351521,0.001381256,0.005154447,0.005156948,0.005155698,0.000132964,8.03465E-05,0.000106655,0.00090302,0.00114992,0.000434953,0.00019668,0.000364868,0.000609888,1.40579E-05,9.48293E-05,5.44436E-05,0.001340258,,,,,,,,,,,,,,,4.212E+18,1.092E+18,4.212E+18,1.092E+18,3.939E+18,5.85E+17,3.939E+18,5.85E+17,,
260,4.05E+18,0.14925,0.023064441,200,4.05E+18,,,,,,,,,,,,,260K,3.7875E+18,0.168,0.024365482,0.132,0.020676692,0.151,0.022324069,0.15,0.022525905,0.022473037,,200K,3.7875E+18,0.525,0.081206497,0.4961,0.081194763,0.08120063,,260K,4.05E+18,0.0025,0.002970885,0.001,0.000971534,0.00197121,,200K,4.05E+18,,,0.0134,0.017895299,-0.003,-0.003193188,-0.0004,-0.000462054,0.0043,0.00441796,0.004664504,,260K,3.7875E+18,-0.0002,-0.000288976,-0.0033,-0.00378397,-0.002036473,,200K,3.7875E+18,0.0188,0.02167147,,,0.001122026,,,,,,0.001185319,0.001005868,0.001086009,0.001095828,0.001093256,0.003950489,0.003949918,0.003950203,0.000144526,4.72627E-05,9.58943E-05,,0.000870561,0.00015534,2.24777E-05,0.000214922,0.000315825,1.40579E-05,0.00018408,9.90692E-05,0.001054262,,,,,,,,,,,,,,,4.374E+18,1.134E+18,4.374E+18,1.134E+18,4.0905E+18,6.075E+17,4.0905E+18,6.075E+17,,
270,4.212E+18,0.10993,0.016988101,210,4.212E+18,0.273,0.042240446,0.4806,0.089264487,0.3274,0.05692923,0.1206,0.044776119,,4.212E+18,0.058302571,,270K,3.939E+18,0.131,0.018999275,0.104,0.016290727,0.121,0.017888823,0.118,0.017720378,0.017724801,,210K,3.939E+18,0.413,0.063882444,0.3896,0.063764321,0.063823383,,270K,4.212E+18,-0.0011,-0.00130719,-0.0019,-0.001845915,-0.001576553,,210K,4.212E+18,0.0011,0.001005852,0.0076,0.010149573,-0.0034,-0.003618946,-0.0021,-0.002425783,0.002,0.002054865,0.001433112,,270K,3.939E+18,0.002,0.002889756,-0.0036,-0.004127967,-0.000619106,,210K,3.939E+18,0.0136,0.015677233,,,0.000826428,0.001453027,0.004342489,0.002769462,0.002178244,0.002685805,0.000924266,0.000792502,0.000870246,0.000862051,0.000862266,0.003107718,0.003101971,0.003104845,6.35914E-05,8.9799E-05,7.66952E-05,4.89321E-05,0.000493751,0.000176052,0.000118008,9.99639E-05,0.000187342,0.000140579,0.000200815,0.000170697,0.000762657,,,,,,,,,,,,,,,4.536E+18,1.176E+18,4.536E+18,1.176E+18,4.242E+18,6.3E+17,4.242E+18,6.3E+17,,
280,4.374E+18,0.07486,0.011568537,220,4.374E+18,,,,,,,,,,,,,280K,4.0905E+18,0.103,0.014938361,0.087,0.01362782,0.09,0.013305736,0.093,0.013966061,0.013959495,,220K,4.0905E+18,0.336,0.051972158,0.3015,0.049345336,0.050658747,,280K,4.374E+18,-0.0029,-0.003446227,-0.0007,-0.000680074,-0.002063151,,220K,4.374E+18,,,0.0055,0.007345085,-0.0082,-0.008728047,-0.0006,-0.000693081,0.0024,0.002465838,9.74488E-05,,280K,4.0905E+18,-0.0032,-0.004623609,-0.0011,-0.001261323,-0.002942466,,220K,4.0905E+18,0.0081,0.009337176,,,0.00056278,,,,,,0.000726713,0.000662959,0.00064729,0.000679413,0.000679094,0.002528313,0.002400525,0.002464419,0.00016765,3.30839E-05,0.000100367,,0.00035732,0.000424597,3.37166E-05,0.000119957,0.000233898,0.000224927,6.13602E-05,0.000143143,0.00045423,,,,,,,,,,,,,,,4.698E+18,1.218E+18,4.698E+18,1.218E+18,4.3935E+18,6.525E+17,4.3935E+18,6.525E+17,,
290,4.536E+18,0.05947,0.009190233,230,4.536E+18,0.161,0.024911032,0.6454,0.1198737,0.1937,0.033681099,0.0795,0.029516596,,4.536E+18,0.051995607,,290K,4.242E+18,0.074,0.010732415,0.061,0.009555138,0.068,0.010053223,0.064,0.009611053,0.009987957,,230K,4.242E+18,0.28,0.043310131,0.2519,0.041227496,0.042268814,,290K,4.536E+18,-0.003,-0.003565062,-0.0035,-0.003400369,-0.003482716,,230K,4.536E+18,-0.0031,-0.002834674,0.0045,0.006009615,-0.0106,-0.011282597,-0.0036,-0.004158484,0.0014,0.001438405,-0.002165547,,290K,4.242E+18,-0.0047,-0.006790926,-0.0022,-0.002522646,-0.004656786,,230K,4.242E+18,0.0077,0.008876081,,,0.000447081,0.000856913,0.00583155,0.001638499,0.001435907,0.002440717,0.000522105,0.000464833,0.000489064,0.000467553,0.000485889,0.002106927,0.002005612,0.00205627,0.000173431,0.000165419,0.000169425,0.0001379,0.000292352,0.00054887,0.0002023,6.99748E-05,0.000250279,0.000330361,0.00012272,0.000226541,0.000431799,,,,,,,,,,,,,,,4.86E+18,1.26E+18,4.86E+18,1.26E+18,4.545E+18,6.75E+17,4.545E+18,6.75E+17,,
300,4.698E+18,0.044,0.006799567,240,4.698E+18,,,,,,,,,,,,,300K,4.3935E+18,0.053,0.00768673,0.04,0.006265664,0.048,0.007096393,0.05,0.007508635,0.007139356,,240K,4.3935E+18,0.23,0.035576179,0.219,0.035842881,0.03570953,,300K,4.698E+18,-0.005,-0.005941771,-0.0019,-0.001845915,-0.003893843,,240K,4.698E+18,,,-0.0009,-0.001201923,-0.0103,-0.010963278,-0.0035,-0.004042971,-0.0024,-0.002465838,-0.004668503,,300K,4.3935E+18,-0.0043,-0.006212975,-0.0023,-0.002637312,-0.004425144,,240K,4.3935E+18,0.0047,0.005417867,,,0.000330782,,,,,,0.00037394,0.000304809,0.000345221,0.000365276,0.000347311,0.00173069,0.001743665,0.001737177,0.000289052,8.9799E-05,0.000189426,,5.84705E-05,0.000533336,0.00019668,0.000119957,0.000227111,0.000302245,0.000128299,0.000215272,0.000263565,,,,,,,,,,,,,,,5.022E+18,1.302E+18,,,4.6965E+18,6.975E+17,,,,
310,4.86E+18,0.03803,0.00587699,250,4.86E+18,0.096,0.014853783,0.11812,0.021939079,0.12025,0.020909407,0.0421,0.015630801,,4.86E+18,0.018333268,,310K,4.545E+18,0.035,0.005076142,0.023,0.003602757,0.033,0.00487877,0.034,0.005105872,0.004665885,,250K,4.545E+18,0.182,0.028151585,0.178,0.02913257,0.028642078,,310K,4.86E+18,-0.0061,-0.00724896,-0.0028,,-0.00724896,,250K,4.86E+18,-0.0028,-0.002560351,-0.002,-0.00267094,-0.0086,-0.009153805,-0.0024,-0.002772323,-0.0031,-0.003185041,-0.004068492,,310K,4.545E+18,-0.0034,-0.004912585,-0.0041,-0.004701296,-0.004806941,,250K,4.545E+18,0.0016,0.00184438,,,0.000285901,0.000510954,0.00106728,0.001017189,0.000760399,0.000838956,0.000246941,0.000175265,0.00023734,0.000248388,0.000226983,0.001369503,0.001417225,0.001393364,0.000352643,0.000132335,0.000242489,0.000124555,0.000129934,0.000445309,0.000134866,0.000154944,0.000197922,0.000238985,0.000228706,0.000233845,8.97244E-05,,,,,,,,,,,,,,,5.184E+18,1.344E+18,,,4.848E+18,7.2E+17,,,,
,,,,260,5.022E+18,,,,,,,,,,,,,,,,,,,,,,,,,260K,4.6965E+18,0.145,0.022428461,0.14405,0.023576105,0.023002283,,,,,,,,,,260K,5.022E+18,,,-0.0019,-0.002537393,-0.0089,-0.009473124,-0.0027,-0.003118863,-0.0029,-0.002979554,-0.004527234,,,,,,,,,,260K,4.6965E+18,0.002,0.002305476,,,,,,,,,,,,,,0.001091087,0.001146917,0.001119002,,,,,0.000123438,0.000460843,0.000151725,0.000144948,0.000220238,,,,0.000112155,,,,,,,,,,,,,,,5.346E+18,1.386E+18,,,4.9995E+18,7.425E+17,,,,
,,,,270,5.184E+18,0.044,0.006807984,0.08598,0.015969539,0.07232,0.012575204,,,,5.184E+18,0.011784242,,,,,,,,,,,,,,270K,4.848E+18,0.124,0.019180201,0.11511,0.018839607,0.019009904,,,,,,,,,,270K,5.184E+18,-0.0035,-0.003200439,-0.0023,-0.003071581,-0.0097,-0.010324641,-0.0044,-0.005082592,-0.0058,-0.005959108,-0.005527672,,,,,,,,,,270K,4.848E+18,-0.0001,-0.000115274,,,,0.000234187,0.000776877,0.000611752,,0.000540939,,,,,,0.000933068,0.000916499,0.000924783,,,,0.000155693,0.000149425,0.000502267,0.000247255,0.000289895,0.000268907,,,,5.60777E-06,,,,,,,,,,,,,,,5.508E+18,1.428E+18,,,5.151E+18,7.65E+17,,,,
,,,,280,5.346E+18,,,,,,,,,,,,,,,,,,,,,,,,,280K,4.9995E+18,0.095,0.014694509,0.0934,0.015286416,0.014990463,,,,,,,,,,280K,5.346E+18,,,-0.0038,-0.005074786,-0.0085,-0.009047366,-0.0031,-0.003580917,-0.0062,-0.006370081,-0.006018288,,,,,,,,,,280K,4.9995E+18,-0.0047,-0.005417867,,,,,,,,,,,,,,0.00071485,0.000743645,0.000729248,,,,,0.000246875,0.000440131,0.000174202,0.000309888,0.000292774,,,,0.000263565,,,,,,,,,,,,,,,5.67E+18,1.47E+18,,,5.3025E+18,7.875E+17,,,,
,,,,290,5.508E+18,0.035,0.005415442,0.04209,0.007817608,0.04824,0.008388106,,,,5.508E+18,0.007207052,,,,,,,,,,,,,,290K,5.151E+18,0.076,0.011755607,0.07119,0.011651391,0.011703499,,,,,,,,,,290K,5.508E+18,-0.0047,-0.004297732,-0.0035,-0.004674145,-0.0102,-0.010856839,-0.0051,-0.005891186,-0.0072,-0.007397514,-0.006623483,,,,,,,,,,290K,5.151E+18,-0.004,-0.004610951,,,,0.000186285,0.000380307,0.00040806,,0.000324884,,,,,,0.00057188,0.00056681,0.000569345,,,,0.000209074,0.000227385,0.000528157,0.000286591,0.00035987,0.000322216,,,,0.000224311,,,,,,,,,,,,,,,5.832E+18,1.512E+18,,,5.454E+18,8.1E+17,,,,
,,,,300,5.67E+18,,,,,,,,,,,,,,,,,,,,,,,,,300K,5.3025E+18,0.06,0.009280742,0.05346,0.008749591,0.009015167,,,,,,,,,,300K,5.67E+18,,,-0.0045,-0.006009615,-0.0096,-0.010218201,-0.0069,-0.007970429,-0.0051,-0.005239905,-0.007359538,,,,,,,,,,300K,5.3025E+18,-0.0064,-0.007377522,,,,,,,,,,,,,,0.000451484,0.000425645,0.000438565,,,,,0.000292352,0.000497089,0.000387741,0.000254908,0.000358023,,,,0.000358898,,,,,,,,,,,,,,,,,,,,,,,,
,,,,310,5.832E+18,0.023,0.003558719,0.03145,0.005841382,0.02334,0.004058425,,,,5.832E+18,0.004486175,,,,,,,,,,,,,,310K,5.454E+18,0.047,0.007269915,0.0396,0.006481178,0.006875547,,,,,,,,,,310K,5.832E+18,-0.0094,-0.008595465,-0.0025,-0.003338675,-0.0092,-0.009792443,-0.0063,-0.007277348,-0.0084,-0.008630433,-0.007526873,,,,,,,,,,310K,5.454E+18,-0.0073,-0.008414986,,,,0.000122416,0.000284168,0.000197432,,0.000201339,,,,,,0.000353663,0.000315293,0.000334478,,,,0.000418147,0.000162418,0.000476377,0.000354024,0.000419849,0.000366163,,,,0.000409368,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.62E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,50,1.8E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,80,1.75E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,120,1.37E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methane Production/Sublimation 1305 cm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100% Methanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-16% Methanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305 cm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0min 100W,,,,60min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,,,,,75min 50W,,,,,,,,0 min 100W,,,,,,,,60 min 100W,,,,,,,,,,,,,,0min 50W,,,,,,,,75min 50W,,,,,,0 min 100W 100%,60 min 100W 100%,,,,,0 min 50W 100%,,,,,75 min 50W 100%,,,0min 100W 11-16%,,,60min 100W 11-16%,,,,,,0min 50W 11-16%,,,75min 50W 11-16%,,,,1300,,,,,,,,,,,,,,,,,,,,
,,110923,,,,101223,,092823 - IR out,,91523,,83123,,102824,,Average,st. dev.,,,010324 -2nd good,,122123 -power surge,,122723 -purge,,121823 -oscillate,,Average,st. dev.,,,010523,,122923 -purge,,Average,st. dev.,,,81524,,81624,,Average,st. dev.,,,71824,,090324 -purge,,92424,,100824 -purge,,101524,,Average,st. dev.,,,82724,,083024 -purge,,Average,st. dev.,,,91724,,,,110923,101223,92823,91523,83123,ave,10324,122123,122723,121823,ave,10524,122923,ave,81524,81624,ave,71824,90324,92424,100824,101524,ave,82724,83024,ave,91724,,,,100%,,,,14-19%,,,,,,,,,,,,,,,,
